State,City,Category,Alcohol,Hotel Name,Address,Total Rooms
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,Uday Suites,"Kartikeyam,TC 34757, BeachP.O,Shanghumughom Thiruvananthapuram 695007 Kerala ",45
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,V S C LAGOONA RETREATS PVT. LTD.,",Pozhikkara Beach , Pachalloor P O, Thiruvallom Thiruvananthapuram ",11
Kerala,Thiruvananthapuram,4 Star,Without Alcohol,Vivin Luxury Suites,"94 2860, Pattoor, Pettah",47
Kerala,Thodupuzha,4 Star,Without Alcohol,Hotel Ceasar Palace,"M G Square, Thodupuzha , Idukky",14
Kerala,Thrissur,4 Star,Without Alcohol,AMBAL REGENCY,"Building No:1-33B (Magic Screenz Entertainment) Amballor, Post -Alagappanagar Thrisur -District,Kerala Thrissur Thrissur",10
Kerala,Thrissur,4 Star,Without Alcohol,Dass Regency Pvt Ltd,Near Railway overbridge Kanimangalam P.O Thrissur Thrissur Thrissur,12
Kerala,Thrissur,4 Star,Without Alcohol,MOTHIMAHAL RESIDENCY,"M G ROAD, NEAR KOTTAPURAM BRIDGE, THRISSUR",22
Kerala,Thrissur,4 Star,Without Alcohol,PANATTU REGENCY,"KUZHIKKATTUSSERY P O, THRISSUR DIST",14
Kerala,Thrissur,4 Star,Without Alcohol,SREEPATHI INDRAPRASTHA,"SREEPATHI INDRAPRASTHA, MAMMIYOOR JUNCTION, GURUVAYOOR, THRISSUR",36
Kerala,Thrissur,4 Star,Without Alcohol,Vidya Residency,"Calicut Road Karikkad -Post Perumbilavu,Thrissur -District, Kerala",12
Kerala,Wayanad,4 Star,Without Alcohol,BROOKSIDE LAKKIDI,LAKKIDI P O,30
Kerala,Wayanad,4 Star,Without Alcohol,HOTEL INDRIYA WAYANAD,"Near New Bus stand Terminal, Main Road, Kalpetta,Wayanad Dist",25
Kerala,Wayanad,4 Star,Without Alcohol,Jo Meriya International Pvt Ltd,"Iv - 642,Meriya,Meriya Junction Pulpally, Wayanad ",12
Maharashtra,Mumbai,4 Star,Without Alcohol,IJB HOTELS PRIVATE LIMITED,"4277, I. B. PATEL ROAD, VILLAGE PAHADI, GOREGAON EAST",88
Maharashtra,Shirdi,4 Star,Without Alcohol,Shraddha Resorts Pvt Ltd,"Keys Hotel TempleTree, Plot No.1, S. No. 99, Ring Road, Behind Sai Ashram, Shirdi - 423109 ",87
Odisha,Bhubaneswar*,4 Star,Without Alcohol,PAL HEIGHTS,HOTEL PALHEIGHTS,74
Punjab,Amritsar,4 Star,Without Alcohol,RAMADA AMRITSAR,117-1 HALL BAZAR INSIDE HALL GATE,145
Punjab,Ludhiana,4 Star,Without Alcohol,HOTEL MAHARAJA REGENCY ,"Aarti Chowk, Ferozepur Road, Ludhiana, Punjab 141001",63
West Bengal,Asansol,4 Star,Without Alcohol,SWARN HOTELS LLP,"30, G.T ROAD, USHAGRAM, ASANSOL",60
West Bengal,Darjiling,4 Star,Without Alcohol,Ramada Darjeeling,"2-3 Auckland Villa, Gandhi Road , Darjeeling",62
West Bengal,Murshidabad,4 Star,Without Alcohol,SATEES HOTELS AND RESORTS ,"351 CHANDNI, LALBAG, MURSHIDABAD, 742149",21
West Bengal,Purulia,4 Star,Without Alcohol,KUSHAL PALLI (UNIT OF PEARL TREE HOTELS RESORTS PVT. LTD.),"J.L. No. 109, Plot No. 129, Kuchri Rekha, Ayodhya Hill, P.O. â€“ Kuchri Rekha, P.S.- Baghmundi, Dist. -Purulia",28
Andhra Pradesh,Guntur,5 Star,With Alcohol,ITC Limited,Welcomhotel Guntur 4-5-10 Vidyanagar Ring Road,104
Andhra Pradesh,Tirupati,5 Star,With Alcohol,FORTUNE SELECT GRAND RIDGE,"FORTUNE SELECT GRAND RIDGE(UNIT OF DHS HOTELS PVT LTD), 8-84, SHILPARAMAM, TIRUCHANOOR ROAD.",144
Andhra Pradesh,Tirupati,5 Star,With Alcohol,MARASA SAROVAR PREMIERE,"Door no:11,2B,2A,4A, MARASA SAROVAR PREMIERE, KARKAMBADI ROAD, UPADYAYA NAGAR, TIRUPATI.",121
Andhra Pradesh,Tirupati,5 Star,With Alcohol,Taj Tirupati,"S No 2601 B Tanapalli Road, Tirupati",106
Andhra Pradesh,Vijayawada,5 Star,With Alcohol,The Gateway Hotel,"M.G.Road, Labbipet",108
Andhra Pradesh,Visakhapatnam,5 Star,With Alcohol,"THE PARK, VISAKHAPATNAM","BEACH ROAD, VISAKHAPATNAM",66
Assam,Guwahati,5 Star,With Alcohol,Kiranshree Grand,"New Airport Road, Azara",122
Delhi,Delhi,5 Star,With Alcohol,"AMBASSADOR, NEW DELHI",Sujan Singh Park Cornwallis Road Delhi,88
Delhi,Delhi,5 Star,With Alcohol,Hotel Seven Seas (a unit of Seven Seas Hospitality Pvt. Ltd.),"Plot no 12 Manglam Place, sector-3 rohini Delhi",70
Delhi,Delhi,5 Star,With Alcohol,Maidens Hotel,"7, Sham Nath Marg, Delhi",55
Delhi,Delhi,5 Star,With Alcohol,Park Plaza (A Unit of Mahagun Hotels Pvt Ltd),"Plot No.32, CBD Shahdara",91
Delhi,Delhi,5 Star,With Alcohol,The Claridges Hotel,"12, Dr APJ Abdul Kalam Road",132
Delhi,New Delhi,5 Star,With Alcohol,Hotel Aloft,"HOTEL ALOFT, ASSET 5B, HOSPITALITY DISTRICT, DELHI AEROCITY, IGI AIRPORT, NEW DELHI",253
DNH & DD,Daman,5 Star,With Alcohol,The Deltin,"Survey No. 81 & 81A Village Varkund, Vapi Daman Main Road Daman Daman",176
Goa,Bardez,5 Star,With Alcohol,Neo Majestic,"Plot No. 104-1A Opposite-Azad Bhawan, Porvorim Bardez Bardez Bardez",188
Goa,Bardez,5 Star,With Alcohol,SINQ PRIVÃ‰,"Sinq Beach Club, H.No.113-113A, Opposite Vivanta by Taj Holiday Village, Candolim, Bardez, Goa. ",38
Goa,Candolim,5 Star,With Alcohol,Deltin Suites,"Nerul Candolim Road, Fadtewada, Nerul Candolim",86
Goa,Candolim,5 Star,With Alcohol,The O Goa,"S.No. 1141, Fort Auguada Road, Candolim, Bardez",75
Goa,Cavelossim,5 Star,With Alcohol,HOLIDAY INN RESORT GOA,MOBOR,203
Goa,Dona Paula,5 Star,With Alcohol,Chances Resort And Casino,"184-189, MACHADO'S COVE, VAINGUINIM VALLEY, DONA PAULA, GOA Dona Paula",53
Goa,Mapusa,5 Star,With Alcohol,Rio Royale,"H.NO.269-9, Ghorbhat Wada, Arpora Bardez",25
Goa,Mapusa,5 Star,With Alcohol,"The Westin Goa, Anjuna","Pacifica Hotels (AP) Pvt Ltd. H.No: 1706-11, Dmello Wada Near Anjuna Police Station Anjuna, Bardez, Goa.",171
Goa,Margao,5 Star,With Alcohol,Kenilworth Resort & Spa,"KHR Hospitality India Ltd. Utorda, Salcete, Goa - 403713",104
Goa,Old Goa,5 Star,With Alcohol,THE FERN KADAMBA HOTEL AND SPA ,"Kadamba Plateau, Panjim Old Goa By-Pass Road Bainguinim-Old Goa Pin: 403402 ",48
Goa,Panaji*,5 Star,With Alcohol,Double Tree by Hilton by Goldfinch Resorts Pvt Ltd,"Goldfinch Resorts Pvt Ltd, Sy.No 34-1- B, Near Sai Baba Temple, Panjim to Old Goa Bypass Road, Chimbel Village, Tiswadi Taluk, North Goa District, 403006",160
Goa,Panaji*,5 Star,With Alcohol,FORTUNE MIRAMAR,OFF MIRAMAR BEACH,44
Goa,Panaji*,5 Star,With Alcohol,THE CROWN GOA,"BAIRO ALTO DOS PILOTOS, JOSE FALCAO ROAD, ",43
Goa,Salcete,5 Star,With Alcohol,Novotel Goa Dona Sylvia Resort,"Cavelossim, South Goa, Goa",181
Goa,Salcette,5 Star,With Alcohol,ROYAL ORCHID BEACH RESORT AND SPA,183 2 FRANCISCO PEREIRA WADDO UTTORDA SALCETTE GOA,69
Gujarat,Ahmedabad,5 Star,With Alcohol,"NOVOTEL, AHMEDABAD","NEAR WMEDABADIDE ENGLE CINEMA, S G ROAD, NEAR ISCON CIRCLE, AHMEDABAD- 380015",216
Haryana,Faridabad,5 Star,With Alcohol,"Vivanta by Taj Surajkund, Unit: Godavari Shilpkala Pvt Ltd","Range Road, Surajkund",286
Haryana,Gurgaon,5 Star,With Alcohol,ANYA HOTEL,"PLOT NO.42, SECTOR-43, GOLF COURSE ROAD, DLF PHASE-V, GURGAON, HARYANA-122002",116
Haryana,Gurgaon,5 Star,With Alcohol,COURTYARD BY MARRIOTT GURUGRAM DOWNTOWN,"PLOT NO. 27B, SECTOR ROAD, B BLOCK, SUSHANT LOK-1, SECTOR 27",198
Haryana,Gurgaon,5 Star,With Alcohol,CROWNE PLAZA HOTEL ( TODAY HOTELS PVT LTD),"SITE NO.2, SECTOR-29 , NH-08, GURUGRAM",234
Haryana,Gurgaon,5 Star,With Alcohol,Heritage Village Resort Spa,"NH8, Opp Manesar Police Station,Manesar Gurgaon",154
Haryana,Gurgaon,5 Star,With Alcohol,The Gateway Resort Damdama Lake Gurgaon,"P.O. Damdama Off Gurgaon-Sohna Road, Gurgaon, Haryana 122102",78
Himachal Pradesh,Dharamshala,5 Star,With Alcohol,Hyatt Regency Dharamshala Resort,"Dharamkot, P.O. McLeod Ganj, Dharamshala, Himachal Pradesh, 176219, INDIA",81
Himachal Pradesh,Shimla*,5 Star,With Alcohol,Radisson Jass Hotel ,Good wood Estate Lower Bharari Road Shimla ,67
Karnataka,Bangalore,5 Star,With Alcohol,Clarks Exotica Resort and Spa ,"Swiss Town, Hollywood Junction, Sadahalli post, Devanahalli Road, Bengaluru-562 110",152
Karnataka,Bangalore,5 Star,With Alcohol,Courtyard by Marriott by Trishul Buildtech and Infrastructures Private Limited,"Sy.No.55, BBMP Katha No. 165-55, Outer Ring Road, Nagawara Village, Kasaba Hobli, Bangalore North Bangalore",184
Karnataka,Bangalore,5 Star,With Alcohol,HOTEL ROYAL ORCHID REGENTA,"No.1 GOLF AVENUE,ADJOINING KGA GOLF COURSE HAL AIRPORT ROAD",194
Karnataka,Bangalore,5 Star,With Alcohol,Hyatt Bangalore,"No 1 slash 1, Swami Vivekananda Road, Next to MG Road, Ulsoor, Bangalore",143
Karnataka,Bangalore,5 Star,With Alcohol,ITC Limited â€“ WelcomHotel Bengaluru,"46, Richmond Road, Near Hosmat Hospital, Bengaluru Bangalore Bangalore",115
Karnataka,Bangalore,5 Star,With Alcohol,Le Meridien Bangalore,"28 Sankey Road, P.B.No. 174",197
Karnataka,Bangalore,5 Star,With Alcohol,Palm Meadows Resort,"Ramagondanahalli, Airport Varthur Main road",78
Karnataka,Bangalore,5 Star,With Alcohol,Sterlings Mac Hotel,"No. 134, Kodihalli, Hal Airport Road Bangalore Bangalore",190
Karnataka,Bangalore,5 Star,With Alcohol,THE CHANCERY PAVILION (A UNIT OF ELIXIR ENTERPRISES AND HOTELS PRIVATE LIMITED),"135, RESIDENCY ROAD, BANGALORE - 560 025, KARNATAKA, INDIA",225
Karnataka,Bangalore,5 Star,With Alcohol,Vivanta Bengalurul-Residency Road,The Indian Hotels Company Limited Residency Road Bangalore,98
Karnataka,Belgaum,5 Star,With Alcohol,REGENTA RESORT BELGAVI,140 1 BELAGAVI JAMBOTI KINEYE BELAGAVI 590014 KARNATAKA,58
Karnataka,Madikeri,5 Star,With Alcohol,The Tamara Coorg,"Kabbinakad Estate, Napoklu Nad, Yavakapadi Village, Madikeri Taluk, Kodagu District. ",56
Kerala,Alappuzha,5 Star,With Alcohol,LAKE PALACE RESORT,"THIRUMALA WARD, CHUNGAM ",60
Kerala,Alappuzha,5 Star,With Alcohol,RAMADA ALLEPPEY,"NEHRU TROPHY FINISHING POINT,PUNNAMADA",120
Kerala,Alappuzha,5 Star,With Alcohol,RAMADA BY WYNDHAM ALLEPPEY,Nehru Thophy finishing point punnamada,120
Kerala,Calicut,5 Star,With Alcohol,"The Gateway Hotel, Calicut","P.T. Usha Road, Calicut",74
Kerala,Ernakulam,5 Star,With Alcohol,Diana Heights,"Athani-Post,Nedumbassery,Ernakulam-District",37
Kerala,Ernakulam,5 Star,With Alcohol,Fragrant Nature Kochi(Masafi developers Pvt Ltd),"Near SBI, Calvathy Bazar Road, Fort Kochi ",41
Kerala,Ernakulam,5 Star,With Alcohol,Hotel Airlink Castle,"A Unit of Swagath Enterprises,Nedumbassery, Athani,P.O. Ernakulam Dsit",54
Kerala,Ernakulam,5 Star,With Alcohol,RADISSON BLU KOCHI,"37-985 C&D S.A.ROAD,ELAMKULAM,KADAVANTHRA,KOCHI-682020",150
Kerala,Ernakulam,5 Star,With Alcohol,SAJ EARTH RESORT,SAJ EARTH RESORT NO 9 KARIYAD - MATTOR ROAD AKAPARAMBU,36
Kerala,Ernakulam,5 Star,With Alcohol,The Gateway Hotel Marine Drive Ernakulam,"The Gateway Hotel Marine Drive, Ernakulam, Kerala Ernakulam",108
Kerala,Kochi,5 Star,With Alcohol,CASINO HOTEL,"WILLINGDON ISLAND , KOCHI ",65
Kerala,Kochi,5 Star,With Alcohol,Courtyard By Marriott,"VIP Road, Opp.CIAL International Airport Vappalaserry P.O. Nedumbassery, ",108
Kerala,Kochi,5 Star,With Alcohol,"Trident, Cochin",Bristow Road Willingdon Island Kochi Kochi,85
Kerala,Kollam,5 Star,With Alcohol,The Quilon Beach Hotel,"Beach, Pallithottam P.O, Kollam - 691006",95
Kerala,Kottayam,5 Star,With Alcohol,Kumarakom Lake Resort,"Kumarakom Lake Resort Pvt Ltd , Kumarakom North PO , Kottayam - 686563 . Kerala",59
Kerala,Kovalam,5 Star,With Alcohol,Taj Green Cove Resort and Spa,"GV Raja Vattapara Road, Kovalam, Trivandrum, 695 527 Kovalam",59
Kerala,Thiruvananthapuram,5 Star,With Alcohol,Hotel Lake Palace,A Unit of Royal Blue Hotels Pvt. Ltd Thonikadavu Junction Kadinamkulam Puthukurichi P O Trivandrum â€“Pin 695303 Kerala ,24
Kerala,Thiruvananthapuram,5 Star,With Alcohol,Hycinth Hotels,"Manorama Road, Next Malayalam Manoramam Office, Thampanoor",102
Kerala,Thiruvananthapuram,5 Star,With Alcohol,Mascot Hotel,"A unit of KTDC ltd, Mascot Square, Vikas Bhavan PO",66
Kerala,Thiruvananthapuram,5 Star,With Alcohol,Uday Samudra Leisure Beach Hotel and Spa,GV RAJA ROAD SAMUDRA BEACH KOVALAM THIRUVANANTHAPURAM,203
Kerala,Wayanad,5 Star,With Alcohol,VYTHIRI VILLAGE (A UNIT OF GREESHMAM RESORTS PVT.LTD.),"NEAR NH - 212, VYTHIRI PO.,WAYANAD",88
Madhya Pradesh,Bhopal,5 Star,With Alcohol,Deligent Hotel Corporation Pvt Ltd,"DB City, Arera Hills",160
Madhya Pradesh,Bhopal,5 Star,With Alcohol,Hotel Radisson Bhopal,"Shiva Infrastructures Opp. Savoy Complex, E-8, Gulmohar Colony Bhopal",104
Madhya Pradesh,Bhopal,5 Star,With Alcohol,JEHAN NUMA PALACE HOTEL PVT LTD,"157, SHAMLA HILL, BHOPAL",98
Madhya Pradesh,Indore,5 Star,With Alcohol,Radisson Blu,"PLOT NO.12,13,14,C SCHEME NO .94 C RING ROAD, INDORE, MADHYA PRADESH PIN-452010",200
Madhya Pradesh,Indore,5 Star,With Alcohol,Sayaji Hotels Indore,H1 SCHEME NO 54 VIJAY NAGAR Indore,213
Madhya Pradesh,Jabalpur,5 Star,With Alcohol,VIJAN MAHAL,"Khasra No. 114 -2, 107 & Its Parts TILAHRI Mandla Road Jabalpur",108
Madhya Pradesh,khajuraho,5 Star,With Alcohol,RAMADA KHAJURAHO ,Airport road RAMAA HOTELJURAHO,95
Maharashtra,Lonavala,5 Star,With Alcohol,RADISSON RESORT AND SPA LONAVALA (UNIT OF MONARCH HOSPITALITY),"UNIT OF MONARCH HOSPITALITY, PLOT 29, GOLD VALLEY, SECTOR D, TUNGARLI, LONAVALA - 410401",75
Maharashtra,Mumbai,5 Star,With Alcohol,Hotel Marine Plaza,29 marine drive Mumbai,68
Maharashtra,Mumbai,5 Star,With Alcohol,Intercontinental Marine Drive,135 Netaji Subhash Road Churchgate Mumbai,59
Maharashtra,Mumbai,5 Star,With Alcohol,Ramada Plaza Palm Grove,Juhu Beach Juhu Mumbai,115
Maharashtra,Mumbai,5 Star,With Alcohol,SUN N SAND HOTEL,"39 Juhu Beach, Mumbai",120
Maharashtra,Mumbai,5 Star,With Alcohol,The Resort,"Aksa Beach Madh Marve Road, Malad West Mumbai 400095",94
Maharashtra,Navi Mumbai,5 Star,With Alcohol,"Ramada Navi Mumbai,Saikripa Foods Services Pvt.Ltd","156-Milienium Business Park, MIDC, Sector-2 Mahape , Navi Mumbai-400710 Navi Mumbai",99
Maharashtra,Pune,5 Star,With Alcohol,"Blue Diamond, Pune","11, Koregaon Road",110
Maharashtra,Pune,5 Star,With Alcohol,J W MARRIOTT,"Senapati Bapat Rd, Laxmi Society, Model Colony, Shivajinagar, Pune, Maharashtra 411053",418
Maharashtra,Pune,5 Star,With Alcohol,NOVOTEL HOTEL,"SURVEY NO-30.3, 31.1 AND 2A,VADGAON SHERI, NAGAR ROAD, VIMAN NAGAR, PUNE",223
Maharashtra,Pune,5 Star,With Alcohol,The Ritz Carlton Pune,"S.No.103, C.T.S.No. 1934 to 1943 Air Port Road, Yerwada, Pune City, Pune - 411 006 ",198
Maharashtra,Solapur,5 Star,With Alcohol,Balaji sarovar premiere,"Aasara chowk,hotgi road Solapur 413224",129
Odisha,Bhubaneswar*,5 Star,With Alcohol,Swosti Premium Ltd.,"P1,jaydv Vihar Bhubaneswar*",147
Odisha,Bhubaneswar*,5 Star,With Alcohol,"Vivanta Bhubneshwar DN Square, Unit of: Lifeline Multi-Ventures Private Limited","IDCO Plot No. 1A, Bhagabanpur Industrial Estate, Patrapara Bhubaneswar*",136
Odisha,Bhubaneswar*,5 Star,With Alcohol,WELCOMHOTEL BHUBANESWAR,"D1, Dumduma, Bhubaneswar, Khordha, Odisha - 751019",107
Punjab,Amritsar,5 Star,With Alcohol,WelcomHotel Amritsar,"Khasra No. 220M, Raja ki Kothi, Village Rajasansi, Tehsil Ajnala, Amritsar",101
Punjab,Zirakpur,5 Star,With Alcohol,ABC SITES PRIVATE LIMITED,"Holiday Inn Chandigarh Zirakpur, Raksha Business Centre, Ambala Chandigarh Highway, Zirakpur, Punjab-140603",131
Punjab,Zirakpur,5 Star,With Alcohol,Park Plaza Zirakpur - Chandigarh,"Chandigarh Ambala Road, Zirakpur, Dist - Mohali",104
Rajasthan,Jaipur,5 Star,With Alcohol,HOLIDAY INN JAIPUR CITY CENTRE,"1, SARDAR PATEL MARG, NEAR NEHRU SAHKAR BHAWAN, C-SCHEME, 22 GODAM CIRCLE",172
Rajasthan,Jaipur,5 Star,With Alcohol,Hotel Mansingh,Sansar Chandra Road,106
Rajasthan,Jaipur,5 Star,With Alcohol,Hotel Royal Orchid (A unit of Ksheer Sagar Developers Pvt. Ltd.),"Opp. BSNL Office, Tonk Road Durgapura, ",139
Rajasthan,Jaipur,5 Star,With Alcohol,INDANA PALACE JAIPUR(A Unit Of Waves Hotels and Estate pvt ltd),"Near Kunda Police Check Post, Kukas, Jaipur Delhi highway, Amer, Jaipur 302028, Rajasthan.",118
Rajasthan,Jaipur,5 Star,With Alcohol,Trident,"Amber Fort Road, Opposite Jal Mahal, Jaipur",132
Rajasthan,Jaisalmer,5 Star,With Alcohol,Jaisalmer Marriott Resort Spa,"Sam Road, Jaisalmer, Rajasthan-345001",137
Rajasthan,Sawai Madhopur,5 Star,With Alcohol,The Oberoi Vanyavilas,"Ranthambhore Road, Sawai Madhopur",25
Rajasthan,Udaipur,5 Star,With Alcohol,Trident Udaipur,"Hari Das Ji Ki Magri, Udaipur, Rajasthan Udaipur",142
Tamil Nadu,Chennai*,5 Star,With Alcohol,Grand Chennai by GRT Hotels,"120, Sir Thyagaraya Road, T. Nagar",133
Tamil Nadu,Chennai*,5 Star,With Alcohol,Radisson Blu Hotel Chennai City Centre (a Unit of VVA Hotel P Ltd),"No.2,Ethiraj Salai, C-in-C Road, Egmore, Chennai - 600 008, India.",162
Tamil Nadu,Chennai*,5 Star,With Alcohol,RAMADA PLAZA CHENNAI,"NO 36, SARDAR PATEL ROAD, GUINDY , CHENNAI 600032",104
Tamil Nadu,Chennai*,5 Star,With Alcohol,"Trident, Chennai","124, GST Road Meenambakkam Chennai* Chennai*",167
Tamil Nadu,Coimbatore,5 Star,With Alcohol,WELCOMHOTEL COIMBATORE,"T.S.No.1266-14,Ward(A)1,Block 23 in door No.27 to 30, West Club Road, Coimbatore Coimbatore",106
Tamil Nadu,Kodaikanal,5 Star,With Alcohol,The Carlton,"Lake Road, Kodaikanal ",91
Tamil Nadu,MAHABALLIPURAM,5 Star,With Alcohol,WELCOMHOTEL KENCES PALM BEACH (UNIT OF KENCES CONSTRUCTIONS PRIVATE LIMITED),"NO.53, Devaneri Village East Coast Road Mammallapuram",94
Telangana,Hyderabad,5 Star,With Alcohol,Marigold By GreenPark,"A Unit of Greenpark Hotels and Resorts Ltd., 7-1-25, Greenlands, Begumpet, Hyderabad- 500016",181
Telangana,Hyderabad,5 Star,With Alcohol,Marriott Executive Apartments,"Survey No 133, Level 9, SLN Terminus, Besides botanical gardens, Gachibowli, Hyderabad.",75
Telangana,Hyderabad,5 Star,With Alcohol,Radisson Blu Plaza Hotel Hyderabad Banjara Hills,"8-2-409, Rd No. 6, Banjara Hills, Hyderabad 500034, India",158
Telangana,HYDERABAD,5 Star,With Alcohol,Radisson Hitec City Hyderabad,"Gachibowli - Miyapur Rd, Chhota Anjaiah Nagar, Gachibowli, Hyderabad, Telangana 500032",209
Telangana,Hyderabad,5 Star,With Alcohol,TAJ DECCAN,"Road No. 1, Banjara Hills, Hyderabad",153
Telangana,Hyderabad,5 Star,With Alcohol,"VIVANTA BY TAJ - BEGUMPET, HYDERABAD","1-10-147 & 148, MAYURI MARG, BEGUMPET, HYDERABAD",181
Tripura,Agartala,5 Star,With Alcohol,HOTEL POLO TOWERS,"VIP ROAD, KUNJABAN",73
Uttar Pradesh,Agra,5 Star,With Alcohol,"Trident, Agra","Fatehabad Road, Agra",135
Uttar Pradesh,Kanpur,5 Star,With Alcohol,The Landmark Hotel,"10, The Mall Kanpur",125
Uttar Pradesh,Lucknow*,5 Star,With Alcohol,Renaissance Lucknow Hotel,"D.R. Hotels Pvt. Ltd. Vipin Khand, Gomti Nagar, Lucknow, Uttar Pradesh",112
Uttar Pradesh,Lucknow*,5 Star,With Alcohol,The Centrum unit of Anahita Hospitality LLP,"Pocket-7, Sector-C Sushant Golf City Lucknow ",116
Uttar Pradesh,Noida,5 Star,With Alcohol,Crowne Plaza,"Plot No. H1, Sector - Institutional Green-1, Surajpur Chowk, Kasna Road, Greater Noida, ",398
Uttar Pradesh,Noida,5 Star,With Alcohol,Radisson ,Plot no 02 C block Sector 55 Noida UP ,88
Uttar Pradesh,Varanasi,5 Star,With Alcohol,Radisson Hotel Varanasi,"The Mall Cantonment, Varanasi Uttar Pradesh Varanasi",116
Uttar Pradesh,Varanasi,5 Star,With Alcohol,Radisson Hotel Varanasi,"The Mall, Cantonment",116
Uttarakhand,Dehradun,5 Star,With Alcohol,SEYFERT SAROVAR PREMIERE,"HARIDWAR BYPASS ROAD, NEAR ISBT, DEHRADUN",68
West Bengal,Darjiling,5 Star,With Alcohol,MAYFAIR DARJEELING,"THE MALL, OPPOSITE GOVERNOR HOUSE, DARJEELING - 734101, WEST BENGAL",53
West Bengal,Kalimpong,5 Star,With Alcohol,MAYFAIR Himalayan Spa Resort,"Upper Cart Road, Near Kalimpong Municipality Office, Kalimpong - 734301. Ph : + 91 - 03552-260101 ",68
West Bengal,Kolkata,5 Star,With Alcohol,ALTAIR (A UNIT OF CHOICEST ENTERPRISES LTD),"ECOCENTRE, GROUND FLOOR LOBBY, 19TH, 20TH AND 21ST FLOOR, EM-4, EM BLOCK, SECTOR-V, SALT LAKE Kolkata:-700091 ",23
West Bengal,Kolkata,5 Star,With Alcohol,Hotel Hindusthan International ,"2351, AJC Bose Road, West Bengal ",183
West Bengal,Kolkata,5 Star,With Alcohol,Mukti Projects Limited,"A UNIT OF MUKTI PROJECTS LTD , 17 GARCHA, 1ST LANE , Kolkata",92
West Bengal,Kolkata,5 Star,With Alcohol,NOVOTEL KOLKATA HOTEL AND RESIDENCES,"CF 11 , ACTION AREA - 1C , NEW TOWN , RAJAR HAT ",340
West Bengal,Kolkata,5 Star,With Alcohol,THE WESTIN KOLKATA RAJARHAT (UNIT OF SARGA HOTEL PVT. LTD.,"AAII CBD 2 NEW TOWN RAJARHAT , KOLKATA , WEST BENGAL700156",304
West Bengal,Kolkata,5 Star,With Alcohol,ZONE BY THE PARK KOLKATA,"Plot NO.DG021, Premises No.39-1111, Action Area-I, New Town, Kolkata-700 156 Kolkata",117
Andaman And Nicobar,Havelock Island,5 Star,With Alcohol,Taj Exotica Resorts and Spa Andamans,"Radhanagar Beach No. 7, Havelock Island Havelock Island",72
Andhra Pradesh,Vijayawada,5 Star,With Alcohol,Novotel Vijayawada Varun,"Bharathi Nagar ,Main Road, Gunadala, Vijayawada, Andhra Pradesh, Pin-520008, INDIA",227
Andhra Pradesh,Visakhapatnam,5 Star,With Alcohol,Novotel Visakhapatnam Varun Beach,"Sy. No: 15-3-22 & 222, Block No: 4, Nowroji Road, Maharanipeta, Ramakrishna Beach Road, Visakhapatnam Visakhapatnam",225
Andhra Pradesh,Visakhapatnam,5 Star,With Alcohol,RADISSON BLU RESORT VISAKHAPATNAM A UNIT OF MAG LEISURES,"SY NO 106, KARTIKAVANAM, RUSHIKONDA BEACH ROAD VISAKHAPATNAM",101
Assam,Guwahati,5 Star,With Alcohol,Radisson Blu Hotel Guwahati,"National Highway 37, Gotanagar, Guwahati Guwahati",196
Bihar,Patna*,5 Star,With Alcohol,Hotel Lemon Tree Premier (Owned and Developed by KUMAR INFRATRADE ENTERPRISES PVT LTD),"PLOT NO.876, EXHIBITION ROAD, NEAR RAM GULAM CHOWK, PATNA Patna*",106
Bihar,Patna*,5 Star,With Alcohol,HOTEL PATLIPUTRA CONTINENTAL LLP,"BYPASS CROSSING NEAR ALI NAGAR ROAD, ANISABAD",80
Chandigarh,Chandigarh*,5 Star,With Alcohol,JW MARRIOTT CHANDIGARH,"PLOT NO. 6, SECTOR 35-B, CHANDIGARH",164
Chandigarh,Chandigarh*,5 Star,With Alcohol,"The LaLiT, Chandigarh",Rajiv Gandhi IT Park,179
Chhattisgarh,Raipur*,5 Star,With Alcohol,COURTYARD MARRIOTT RAIPUR (A Unit of R.K.Hoteliers and Developers Pvt. Ltd.),"Village Labhandi, N.H.6, Oppsite Indra Gandhi Agriculture Univercity",108
Chhattisgarh,Raipur*,5 Star,With Alcohol,"MAYFAIR LAKE RESORT, A UNIT OF MAYFAIR HOTELS AND RESORTS LIMITED","MAYFAIR LAKE RESORT, SECTOR -24, ATAL NAGAR, ABHANPUR TEHSIL,DISTRICT-RAIPUR, P.S.RAKHI POLICE STATION, CHHATTISGARH-492002",124
Delhi,Delhi,5 Star,With Alcohol,ANDAZ DELHI ( UNIT OF JUNIPER HOTELS PRIVATE LIMITED),"ASSET-1, AEROCITY, IGI AIRPORT, NEW DELHI- 110037",530
Delhi,Delhi,5 Star,With Alcohol,Hotel Welcom Sheraton,"DISTRICT CENTRE , SAKET Delhi",220
Delhi,Delhi,5 Star,With Alcohol,ITC MAURYA,"DIPLOMATIC ENCLAVE, S.P. MARG Delhi Delhi Delhi",437
Delhi,Delhi,5 Star,With Alcohol,LE MERIDIEN NEW DELHI,"CJ INTERNATIONAL HOTELS LTD, 8, WINDSOR PLACE, JANPATH, NEW DELHI - 110001",358
